0,0,12211,12211,10515,10113,12211,12211,12211,12211,11213,11014,10614,12211,12211,
0,0,10814,10814,10116,10113,12211,12211,12211,12211,11213,11014,10614,12211,12211,
0,0,12211,12211,12211,12211,12211,12211,12211,12211,11213,11014,10614,12211,12211,
0,0,12211,12211,12211,12211,12211,12211,12211,12211,11213,11014,10614,12211,12211,
0,0,12211,12211,12211,12211,12211,12211,12211,12211,11213,11014,10614,12211,12211,
0,0,12211,12211,12211,12211,12211,12211,12211,12211,11213,11014,10614,12211,12211,
0,0,12211,12211,12211,12211,12211,12211,12211,12211,11213,11014,10614,12211,12211,
0,0,11812,11812,11812,11812,11812,11812,11612,12211,11213,11014,10614,12211,12211,
0,0,0,0,0,0,0,0,11712,10914,11314,12414,12211,12211,12211,
0,0,0,0,0,0,0,0,0,11014,10614,12211,12211,12211,12211,
0,0,0,0,0,0,0,10914,11314,12414,12211,12211,12211,12211,12211,
0,0,0,0,0,0,0,11414,10714,10814,10814,10814,10814,11915,12211,
0,0,0,0,0,0,0,0,0,12012,11013,12211,12211,11014,10614,
0,0,0,0,0,0,0,0,12012,11013,12211,12211,12211,11014,10614,
0,0,11614,11614,11614,11614,11614,11614,11614,11315,12211,12211,12211,11014,10614,
0,0,12211,12211,10415,10814,10814,10814,10814,10915,12211,12211,10413,11014,10614,
0,0,12211,12211,10515,10113,12211,12211,12211,12211,12211,10413,10513,11014,10614,
0,0,12211,12211,10515,10113,12211,12211,12211,12211,10413,10513,12310,11014,10614,
0,0,12211,12211,10515,10113,12211,12211,12211,10413,10513,12310,12310,11014,10614,
0,0,12211,12211,10515,10113,12211,12211,12211,11213,12310,12310,12310,11014,10614,
0,0,12211,12211,10515,10113,12211,12211,12211,11213,12310,12310,12012,11014,10614,
0,0,12211,12211,10515,10113,12211,12211,12211,10713,10813,12012,12412,11014,10614,
0,0,12211,12211,10515,10113,12211,12211,12211,12211,10913,10914,11314,12414,12211,
0,0,12211,12211,10515,10113,12211,12211,12211,12211,10413,11014,10614,12211,12211,
0,0,12211,12211,10515,10113,12211,12211,12211,12211,11213,11014,10614,12211,12211
