0,0,12211,12211,12211,12211,12211,12211,12211,12211,12211,12211,12211,12211,12211,
0,0,10415,10814,10814,10814,10814,10814,10814,10814,10814,10814,10814,11814,12211,
0,0,10116,11612,12211,12211,12211,12211,12211,12211,10413,10513,10514,11014,10614,
0,0,12310,11712,11612,12211,12211,11415,12211,12211,11213,12310,12310,11014,10614,
0,0,12310,12310,11712,11612,12211,11214,12211,10413,10513,12310,12310,11014,10614,
0,0,12310,12310,12310,12112,12211,12211,10413,10513,12310,12310,12310,11014,10614,
0,0,12310,12310,12310,12112,12211,12211,11213,12310,12310,12310,12310,11014,10614,
0,0,12310,12310,12310,12112,12211,12211,11213,12310,12310,12310,12310,11014,10614,
0,0,12310,12310,12310,12112,12211,12113,10713,10813,12310,12310,12012,11014,10614,
0,0,12310,12310,12310,12112,12211,12213,12211,10913,10313,10313,11013,11014,10614,
0,0,12310,12310,12310,12112,12211,12213,12211,12211,12211,12211,12211,11014,10614,
0,0,12310,12310,12310,12112,12211,12213,12211,10613,10213,10213,11612,11014,10614,
0,0,12310,12310,12310,12112,12211,12213,10413,10513,12310,12310,11712,11014,10614,
0,0,12310,12310,12310,12112,12211,12213,11213,12310,12310,12310,12310,11014,10614,
0,0,12310,12310,12310,12112,12211,12213,11213,12310,12310,12310,12310,11014,10614,
0,0,12310,12310,12310,12112,12211,12313,10713,10813,12310,12310,12012,11014,10614,
0,0,12310,12310,12310,11712,11612,12211,12211,10713,10313,10313,12412,11014,10614,
0,0,12310,12310,12310,12310,11712,11612,12211,12211,12211,10413,10513,11414,10714,
0,0,12310,12310,12310,12310,12310,11712,11612,12211,12211,10713,10813,12211,12211,
0,0,12310,12310,12310,12310,12310,10914,11314,11614,11614,11614,11614,11614,11614,
0,0,12310,12310,12310,12310,12310,11014,10614,12211,12211,12211,12211,12211,12211,
0,0,12310,12310,12310,12310,12310,11014,10614,12211,12211,12211,12211,12211,12211,
0,0,12310,12310,12310,12310,12310,11014,10614,12211,12211,12211,12211,12211,12211,
0,0,12310,12310,12310,12310,12310,11014,10614,12211,12211,12211,12211,12211,12211,
0,0,12310,12310,12310,12310,12310,11014,10614,12211,12211,12211,12211,12211,12211
