0,0,0,0,0,0,0,11414,10714,10814,10814,10814,10814,11814,12211,
0,0,0,0,0,0,0,0,0,0,0,0,0,11014,11015,
0,0,0,0,0,0,0,0,0,0,0,0,0,11014,11015,
0,0,0,0,0,0,0,0,0,0,0,0,0,11014,11015,
0,0,0,0,0,0,0,0,0,0,0,0,0,11014,11015,
0,0,0,0,0,0,0,0,0,0,0,0,0,11014,11015,
0,0,0,0,0,0,0,0,0,0,0,0,0,11014,11015,
0,0,0,0,0,0,0,0,0,0,0,0,0,11014,11015,
0,0,0,0,0,0,0,0,0,0,0,0,0,11014,11015,
0,0,0,0,0,0,0,0,0,0,0,0,0,11014,11015,
0,0,0,0,0,0,0,0,0,0,0,0,0,11014,11015,
0,0,0,0,0,0,0,0,0,0,0,0,0,11014,11015,
0,0,0,0,0,0,0,0,0,0,0,0,0,11014,11015,
0,0,0,0,0,0,0,0,0,0,0,0,0,11014,11015,
0,0,0,0,0,0,0,0,0,0,0,0,0,11014,11015,
0,0,0,0,0,0,0,0,0,0,0,0,0,11014,11015,
0,0,0,0,0,0,0,0,0,0,0,0,0,11014,11015,
0,0,0,0,0,0,0,0,0,0,0,0,0,11014,11015,
0,0,0,0,0,0,0,0,0,0,0,0,0,11014,11015,
0,0,0,0,0,0,0,0,0,0,0,0,0,11914,12214,
0,0,0,0,0,0,0,0,0,0,0,0,0,12014,12314,
0,0,0,0,0,0,0,0,0,0,0,0,0,11014,11015,
0,0,0,0,0,0,0,0,0,0,0,0,0,11014,11015,
0,0,0,0,0,0,0,0,0,0,0,0,0,11014,11015,
0,0,0,0,0,0,0,0,0,0,0,0,0,11014,11015,
0,0,0,0,0,0,0,0,0,0,0,0,0,11014,11015,
0,0,0,0,0,0,0,0,0,0,0,0,0,11014,11015,
0,0,0,0,0,0,0,0,0,0,0,0,0,11014,11015,
0,0,0,0,0,0,0,0,0,0,0,0,0,11014,11015,
0,0,0,0,0,0,0,10914,11314,11614,11614,11614,11614,12315,12211
